movie_id,user_id,rating_val,review_text
the-outsiders,zackpaslay,,"“Do I care if I survive this, bury the dead where they're found/In a veil of great surprises, hold to my head till I drown/Should I tear my eyes out now, before I see too much?”"
seven-brides-for-seven-brothers,zackpaslay,,"there’s a lot of absurd things that happen during the runtime of seven brides for seven brothers, but besties, why were we laughing during “lonesome polecat”??? have we never felt heartbreak?? have we never felt loneliness and uninvited solitude?? have we never had to carry out our day-to-day while our minds were on another planet, hyperfixated on what could’ve been?? have we no respect for emotion over reason??? “lonesome polecat” is excellent, be quiet!!I was recently talking with a…"
show-people,zackpaslay,,"Very cute! Marion Davies plays at times like a Lucille Ball blueprint, and William Haines is both a great gay best friend and a solid love interest. A Star is Born for the matinee crowd!"
his-three-daughters,zackpaslay,,"Made me reflect on who I've been as a son and a brother, on how much I've stepped away from my family for various reasons without much explanation. Made me remember my grandmother, who I saw briefly a week before she passed, whose state of being rapidly deteriorated in the week that followed. Made me think about my parents, who've tried their best with me for the last nearly 30 years, whose son was the first on either side of…"
matilda,zackpaslay,,"Realized recently that I'd never seen this start-to-finish. It's lovely!! Devito is clearly inspired by Terry Gilliam here, which is very fun for a family flick. Lots of wide angles and camera whips and absurdity. I looooooove that beautiful house that the Wormwoods live in. Rhea Perlman is giving ""Audrey from Little Shop if she was evil,"" and I love that for me specifically. The ""Itty Bitty Pretty One"" sequence is sooooo cool. Kids rule!"
american-movie,zackpaslay,,top-tier sidekick in this one
trap-2024,zackpaslay,,average trip to walt disney world
zero-patience,zackpaslay,,"Bold, audacious storytelling with a clear vision. A bit inconsistent at times, but I have massive respect for how Greyson approaches both the satire and the central emotions of this - especially given the time in which it was made and how targeted Gaëtan Dugan and Queer people as a whole had become. AND it’s an independent film with humorous musical numbers where the songs aren’t awful. LOVE that!"
a-letter-to-three-wives,zackpaslay,,"love the structure, love the wit, love the fashions and interiors, love Thelma Ritter stealing scenes"
powwow-highway,zackpaslay,,"“Often the problems never change. Nor the people.”Gary Farmer gives such a joyful, layered performance here. The whole film is so in-tune with the land and its history, showcasing the beauties, humors, and tragedies. The scene where Philbert tells the story of Wihio and the plums is a knock-out, with Buddy’s cynicism and Philbert’s hope coming to a head, softly and quietly. So many great landscape shots in this too. Really hoping we see a restoration before too long - this film deserves it!"
merchant-ivory,zackpaslay,,"Very clearly appreciative of Merchant-Ivory’s productions and moxie, but also more-than-a-bit gossipy in nature. Solid but flawed retrospective. It did make me wanna watch the entire Merchant-Ivory filmography tho!"
bon-voyage-charlie-brown-and-dont-come-back,zackpaslay,,this was the shortest one and it felt soooo long and dragged out and very easily could’ve been a special instead of a feature but snoopy is still cute!
new-york-new-york,zackpaslay,,"A beautiful mess. Liza channels her mother with ease, and it’s so touching to watch"
mary-poppins,zackpaslay,,"Happy 60th Birthday to this beacon of creativity, warmth, and joy! ☂️"
big-trouble-in-little-china,zackpaslay,,how many video games did this inspire? how many theme park rides??
the-rider,zackpaslay,,"Breathtaking cinematography with a devastating central performance. Feeling like you have to prove yourself amidst the unfairness of life’s parade. Zhao directs the shit out of this, pulling truly remarkable work out of the actors, the settings, her crew, and the culture. The scene in the supermarket and the scene with Apollo in the field… really heartbreaking stuff."
the-holly-and-the-ivy,zackpaslay,,"Oooooooh I love holiday melancholy. Nothing like the entire family being in the same room to make long-held reservations come to the surface. Not animalistic like many ""family in one house"" movies, but rather reserved, anxious, and mournful. Margaret Leighton is marvelous!"
unbreakable,zackpaslay,,"The text at the end feels like a post-test screening addition to me, and I don't really care for it, but the ending itself? Fantastic. The use of color and lighting in this is magnificent, and Shyamalan has such a grasp on his characters and the unremarkable and fantastic world they inhabit. The compositions and the long takes are perfection as well - that first conversation on the train with David and the sports agent is so neat, like eavesdropping on people whose lives are complex, though we'll only ever know so much. Great take on the superhero origin story!"
rock-around-the-clock,zackpaslay,,"Men used to do full choreographed dance routines without a single hint of irony, bring it back!! I don’t know that this was ever going to be an amazing film, but I do wish a different director had been attached to it - some of the sequences are waaay too stiff and/or unsure of themselves. Lots of great choreography tho! Fun songs! Very silly to think of teenagers losing their absolute minds over some guy who looks like he’d play tabletop games with my dad. Cold War remains the film to best utilize “Rock Around the Clock”."
zu-warriors-from-the-magic-mountain,zackpaslay,,"i can admit that i lost the plot at some point, but i had TONS of fun! loved all of the composite effect work! loved the stunts! loved the cute men!"
cuckoo-2024,zackpaslay,,Would love to see Hunter Schafer and Dan Stevens do a comedy
funny-pages,zackpaslay,,"“Produced by Josh and Benny Safdie”me, starting to unclench for the first time in at least 40 minutes: what, really? who would’ve guessed???"
dogfight,zackpaslay,,"The way Rose completely disarms Eddie is so captivating. The way he slowly becomes gentler, aware that his own machismo is all bullshit. In any other movie, the scene where Eddie starts all of the machines in the music room would be unsettling, but here, it’s warm and open, signifying a change in himself - still a little brash, but melodic at the core. Lily and River pair magnificently!"
donnie-darko,zackpaslay,,Aero Theatre mentioned!!!!!!!!!!! Really dug this - can see why it would strike a chord at the time. The “Head Over Heels” needle drop was totally unexpected but I liked it! Really wanna know how Richard Kelly pitched this to Drew Barrymore
a-room-in-town-1982,zackpaslay,,"Cherbourg’s chain-smoking older brother. Wish Legrand had done the music here, but it’s pretty solid melodrama overall!"
all-that-jazz,zackpaslay,,✨pretty pictures✨
the-cranes-are-flying,zackpaslay,,"Don't know that I've ever seen a camera move like this. Fluid and dizzying and capturing some of the most beautiful and some of the ugliest images. At the center we find Tatiana Samoilova, giving a remarkably nuanced performance while emitting a similar beauty to Audrey Hepburn. War is cruel, and being young and in love is a most terrifying ordeal"
the-mystic,zackpaslay,,"Perfectly magnetic performance from Aileen Pringle, mood and tonal perfection from Tod Browning"
inside-llewyn-davis,zackpaslay,,i could fix him
theres-always-tomorrow,zackpaslay,,"The last time I watched this, it was on a laptop, so this 35mm showing was a massive improvement. Sirk’s camera in this one goes CRAZY. Barbara gives one of the best monologues of her career. The nuclear family continues to look like a trap, with social mores appearing to be life’s biggest scam. Just as dynamic as a black-and-white film as it would’ve been in color. Pair this with Old Joy!!"
inside-out-2-2024,zackpaslay,,wrote a new piece in which i examine the current state of disney’s theatrical output and complain a lot about bob iger’s boring business practices. read it here!!!
streets-of-fire,zackpaslay,,"MOVIES ROCK!!!!! WOOOOOOOOO!! THIS IS STREETS OF FIRE BITCH! WE CLOWN IN THIS MOTHERFUCKER, TAKE YOUR SENSITIVE ASS BACK TO ONE FROM THE HEART!!!!!RICK MORANIIIIIIIIIIIIISSSSSSSS!!!!!farewell music box seats! 🥲"
running-on-empty-1988,zackpaslay,,"Oh so CODA straight-up plagiarized this, got it. River Phoenix is great at crying. Martha Plimpton is great at being both lovable and snarky. Judd Hirsch is kinda hot in this. Christine Lahti is heartbreaking. The child looks like the Mad Magazine kid. Sidney Lumet knows how to direct actors!!!!!!!! Whole theater was crying in unison during at least two scenes."
playtime,zackpaslay,,an extremely goofy movie
didi-2024,zackpaslay,,“Please enjoy this Verizon Ringback Tone while your party is reached.”
the-verdict-1982,zackpaslay,,"Pretty good final 45 or so minutes. Love Newman and Mason. Thought the very end felt a little shoehorned (it gives reshoot after test screening to me). Lumet does a couple of great long shots in this, and the sort-of mid-thought cuts are an interesting tactic."
erin-brockovich,zackpaslay,,"Top-tier Julia Roberts, top-tier monologues, top-tier banter, top-tier Mom cinema. I know the Mother's Day screening of this goes CRAZY, eliciting cheers for at least two perfect moments. The color grade on this makes California look completely drab, and I think that's fun."
carousel,zackpaslay,,"Henry King is never super confident as a director here. So much of this is remarkably boring, surprising given its budget and scope. Louise’s ballet is lovely, but again, could’ve benefitted from better direction. Mixed signals on the messaging too. Made me wanna visit the cape and eat a lot of seafood though. DeLuxe color photography on this looks great too (though some scenes could’ve used better lighting AND DIRECTION)."
snoopy-come-home,zackpaslay,,"The Sherman Brothers did the music for this one and it SHOWS. ""Fundamental-Friend-Dependability"" started, and we started screaming. Like THAT'S how you do rhymes. The opening beach scenes are so cute!! There are dimensional camera moves in this???????? Jarring for a Peanuts affair, but cool! Not the funniest of the Peanuts movies (probably the saddest), but still very adorable."
bambi,zackpaslay,,"When was the last time y'all've watched this? This is fantastic!!!! It's been well over a decade since the last time I've seen Bambi (probably when I was a teenager going through all of Disney Animation's films), and I honed in on the pure visual splendor and invention this go-round. The backgrounds, the colors, the detail, the movement, the score, THE WATER, the intentional interplay of realism and impressionism. There's a level of artistry here that feels free - allowed…"
the-warriors,zackpaslay,,“Wake up! Is this the only way to get to you? Fight like all you kids do?”
pecker,zackpaslay,,"John’s cutest movie??? He’s just some guy who sees the beauty in his little community and wants others to appreciate it! He loves his friends and his family and his art and his little life! It feels like John Waters reacting to something, but I don’t know what. And Lili Taylor is there! And Christina Ricci!! And Martha Plimpton plays a hot f*g hag!"
the-sixth-sense,zackpaslay,,"This review may contain spoilers. I can handle the truth.   I once had a professor who proclaimed that ""no good film can be spoiled"". I can't remember who told me and when, but I've known of this film's famous twist for a few years, so I was curious how that would affect my viewing experience. Luckily, I really enjoyed this a lot! It's really fascinating that Shyamalan pretty much thought, ""Hey, what if Ordinary People was a ghost story?"" Haley and Toni's chemistry is so good - both able to…"
sing-sing-2023,zackpaslay,,"Life-affirming - a beautiful, nuanced portrait of what it means to regain your humanity under circumstances that would make any other feel trapped. The ensemble here is incredible, bouncing off of each other through play, empathy, and vulnerability. As each character opens up, their confined space opens wider and wider, as if the whole world is possible. Colman Domingo is one of our greatest working actors, never stealing a scene but ebbing and flowing in each scene magnificently."
a-boy-named-charlie-brown,zackpaslay,,"I know Lucy is a capitalist because she and her girls keep treating Charlie Brown with such contempt that he develops new neuroses never before experienced by man, keeping her corrupt psychiatric practice in business. smh 😕Psychedelic sequences cool as hell in this!!!!!!!!! Schroeder calls Charlie Brown “cute”!!!!!! Snoopy ice skates!!!!!!"
romeo-juliet-1996,zackpaslay,,"On paper, Moulin Rouge! is the kind of film that should be completely up my alley - a big, boisterous original movie musical with a clear directorial vision and flamboyant musical numbers. And while I respect that film and Baz Luhrmann’s clear and creative vision, it’s a film I have a hard time loving. Color me surprised then that I absolutely loved this - a maximalist adaptation of Shakespeare’s text played to the very, very back row with caricatured aesthetics…"
scorpio-rising,zackpaslay,,Blessed be the leather daddy. Let’s ride!
the-music-man,zackpaslay,,"A curious little film. Was this already dated when it came out in 1962? Feels like it would be, but it’s still pre-Poppins/Fair Lady/TSOM, so maybe not. Parts of this work VERY well for me. Parts of this do not. It’s very clear that DaCosta is more of a theatre director, which plays in his favor sometimes and hinders him others. Robert Preston is excellent! The dancing is very often genuinely fantastic! 7-year old Ronny Howard is pitchy!"
long-days-journey-into-night,zackpaslay,,"Raw to a point of discomfort. The writing is so rich as it reveals all four characters whether through clear lies or vulnerable truths. The resentments, the secrets, the overwhelming baggage that’s so dusty as to almost be unrecognizable. Kate is the obvious stand-out, but seeing Ralph Richardson and Jason Robards go head-to-head - clearly drawing from different acting techniques - is thrilling. And Dean Stockwell’s good looks make his “perfect son” character all the more poignant, allowing him to be both his own man and the outlet each family member needs. Lumet mostly keeps this behemoth afloat, including an absolute home-run of a final shot."
pickpocket,zackpaslay,,"Martin LaSalle has a perfect face for this. He rarely changes expression, but he’s able to emit such guilt, looking like a child who just told a fib. His inner world is so clear with the slightest move. The way pickpocketing is depicted in this movie is not unlike how cruising is depicted in other movies. I will not be expounding on that at this time, but it is very sensual and I love it!"
twisters,zackpaslay,,"This review may contain spoilers. I can handle the truth.   so real to kill the couple berating a customer service employee. so fake to kill said customer service employee as well. :/ there was a needle drop that sounded like “a-yo” by lady gaga, it should’ve been that song. maura tierney!!!!!!!!! the anthony ramos character was kinda flat but they still should’ve given daisy edgar-jones a challengers summer idk. one time in high school, my hometown was hit with a tornado, and during the tornado warning, some of the other…"
national-anthem-2023,zackpaslay,,"When we drove to and from Los Angeles, I saw the desert for the first time. I got to see these colors and textures I’d only ever seen in movies and pictures and Looney Tunes cartoons. We drove through Arizona and New Mexico and I kept catching myself staring at the rocks - a landscape that, on the surface, seems desolate, but upon further inspection, it beamed with life. Radiance. Magic. I could never forget the orange clay. The way…"
mystic-pizza,zackpaslay,,"SO charming! Prime “Make It a Blockbuster Night” Cinema. Julia is perfect of course (the pool scene?????? perfection!), and this film also serves as a reminder to treasure one of our most underrated actresses, Lili Taylor. Conchata Ferrell was giving her line readings as if she’s got a killer rendition of “Rose’s Turn” in her cabaret set, which I loved. How on-the-nose would it be to double bill this with Waitress? Probably very, but I’d watch that! Let me look up pizza places as I head home, I’m hungry."
the-umbrellas-of-cherbourg,zackpaslay,,A PERFECT movie. I already wanna watch it again. Happy Birthday Samuel! 💕
race-for-your-life-charlie-brown,zackpaslay,,"esnupi!!!! didn’t really care for the annoying antagonists at first, but they reach hater levels in the last fifteen minutes that are truly hilarious, i have to forgive a little. so cute, so nice! they used to just let children do anything, huh?"
high-and-low,zackpaslay,,You can tell Kurosawa was PUMPED about widescreen ‘cause the way he fills the image here is insaaaaaanely good. A mystery in two parts - protecting property instead of people and ending with a refusal to make a spectacle out of lifelong poverty. The curtain’s closed. Don’t make eye contact.
sideways,zackpaslay,,"The DVD that suddenly appeared on the shelf of every middle-aged middle-class white person you knew in 2005. How did Paul not get nominated for this?? Truly such a layered, textured portrayal of melancholy - the fear of letting go of that thing you hyperfixate on because you have to be human for a little while. Made me want a glass of wine real bad! Gas used to be $1.74 a gallon!"
the-breaking-point,zackpaslay,,"Brilliant cast. The way the narrative builds tension is just exquisite, able to weave post-war anxieties with domestic and crime melodramas. One sees John Garfield become less-and-less human, holding out hope that he’ll see the light until it’s just too late. That final shot is unreal - heartbreaking and devastating and bleak."
the-manchurian-candidate,zackpaslay,,"Frankenheimer’s portrait of Communist hysteria is startling, captivating, and pulse-pounding. The whole cast delivers, but Angela Lansbury is especially arresting. Releasing this in the midst of the Cuban Missile Crisis is CRAZY. Incredible ending!"
ghost,jakobbrueckner,9,Whoopi Goldberg has to be one of my favourite actresses ever
mare-of-easttown,jakobbrueckner,10,My fourth time watching this and it’s still perfect!
maxxxine,jakobbrueckner,9,By far the film I was most excited for this year!!!My Barbie of 2024!
kinds-of-kindness,jakobbrueckner,9,Goes hard! Found this to be a lot more appealing than Poor Things.
the-great-lillian-hall,jakobbrueckner,,"I saw Jessica Lange live in Munich!!! It was the international premiere of the film. She got an award. And they talked about American Horror Story Coven, my favourite season of my favourite show!"
drop-dead-gorgeous,jakobbrueckner,9,I love this so so much! PEAK comedy!
eden-lake,jakobbrueckner,9,"A masterclass in tension. Groups of teenagers are fucking scary. There are some scenes in this, especially when they BURN this one kid and then the very end when she‘s at the mercy of the kids‘ parents, that are just so gut-wrenchingly horrifying"
x-2022,jakobbrueckner,9,This will be the greatest horror trilogy
challengers,jakobbrueckner,10,Tennis ball POV was the best cinematic moment since I‘m Just Ken
the-last-voyage-of-the-demeter,jakobbrueckner,,"Kinda slept through it, but Dracula looked really cool"
warrior,alicia_arribas,7,qué manera de spoilear la película con el poster!!!!!!!! q abuso(lloré)
wicked-2024,alicia_arribas,8,and they were roommates
the-wizard-of-oz-1939,alicia_arribas,10,"de chibola teníamos el VHS de esta película en mi casa (me parece raro, porque la peli igual era súuuper antigua para ese entonces) y la habré visto miles de veces. todavía me acuerdo que me moría de miedo cuando salía la bruja.me cuesta recordarme a mí misma mientras la vuelvo a ver que esta película tiene CASI 90 años!!! en serio me vuela la cabeza entender cómo se logró todo eso y en esa época.todas las escenografías,…"
we-live-in-time,alicia_arribas,8,"tu película de terror favorita (estrena este 31 de octubre) Florencia, atropéllame cuando quieras"
aftersun,alicia_arribas,9,"denme tips para dejar de llorar, porfa"
it-ends-with-us,alicia_arribas,6,"sorprendentemente no la odié.si superas los primeros 30 min de cringe, puedes disfrutarla. me hubiera gustado ver más de Isabela Ferrer y menos de Blake Lively. finalmente, el mensaje es bonito y, digan lo que digan, creo que hace una buena chamba en concientizar un tema muy importante <3ps. owen hunt's jumpscare"
its-whats-inside,alicia_arribas,5,"cyrus, they’ll never make me like you"
joker-folie-a-deux,alicia_arribas,,"conceptualmente no es un musical, and i will die on that hill"
asu-mare-2,alicia_arribas,,rewatch obligatorio por el santo de mi hermano
good-old-boys,alicia_arribas,,extraño a mi abuelito ❤️
beetlejuice-beetlejuice,alicia_arribas,8,siento que Michael Keaton se divirtió muchísimo haciendo esta peli y eso me hace feliz
barbie-as-the-princess-and-the-pauper,alicia_arribas,,"siempre va a ser icónico que las pelis animadas tengan bloopers al finalp.s. regrésenme al 2004, porfa"
thankskilling,aopisaac,3,“Peck on someone your own size.”The only I remember from my first watch years back is that I didn’t like it.
talking-walls,aopisaac,6,Why is Brent Huff on the back of the blu-ray box?
way-bad-stone,aopisaac,8,“Don’t anybody kill anybody ‘til I get back.”
hard-time,aopisaac,6,Accidental ONLY THE STRONG alumni 1998 double feature with BOOGIE BOY.
boogie-boy,aopisaac,7,“I do know I love playin’ drums & no one’s gonna bust me for that.”I know for a fact that I brought this home from the video store I worked at in the early ‘00s & put it in the VCR with my roommate/coworker. I remember exactly nothing else about it.
the-man-from-earth,aopisaac,8,Thanks to Eric Wilkinson for nudging me to this.And thanks to Tony Todd for a lifetime of quality.
red-midnight-1965,aopisaac,7,"“With great personal discipline, the only time men like this will listen is during a time of pain.”"
the-flesh-merchant,aopisaac,7,“Disobedience is punished. Obedience is rewarded. Disobedience is punished. Obedience is rewarded. Disobedience is punished. Obedience is rewarded.”
vania,aopisaac,7,Thanks to @ossuary_angel for passing this my way!
blackbelt,aopisaac,7,“I’m gonna make you be… my little husband.”
10th-wolf,aopisaac,7,“It’s a fuckin’ clown.”Unintended Dennis Hopper Double with BOILING POINT.
the-cult-of-agfa-trailer-show,aopisaac,9,"I still don't care tremendously for the extra editing that goes into AGFA mixtapes, but this one was much more enjoyable than their ""HEY FOLKS! IT'S INTERMISSION TIME!"" concoction. Including the uncut trailers is obviously a bonus, but I really dug all the extra theatrical ads in the mixtape. A compilation of uncut theatrical PSAs would be a true boon."
murder-at-1600,aopisaac,7,I had no thought of the election tomorrow when I put this on.
satans-black-wedding,aopisaac,8,"Accidental ""fleeting fiend in the window along with Satanic vampirism"" double feature with THE DEVIL'S LOVER."
the-little-shop-of-horrors,aopisaac,7,“It… it’s monstrositous!”
the-mummy-and-the-curse-of-the-jackals,aopisaac,7,Pre-game this with DRACULA VS. FRANKENSTEIN for a double dose of monsterfied gunk.
necrophagous,aopisaac,8,"""Nothing makes sense here anymore."""
the-untold-story-2,aopisaac,7,“Are you role-playing as a dead dog?”
terrifier,aopisaac,7,Watched as part of ALL HALLOW’S EVE.
the-9th-circle,aopisaac,7,Watched within ALL HALLOW’S EVE.
fiend,aopisaac,8,“I think you’re just picking on the man because he plays the violin & you don’t like him.”
terrifier-3,aopisaac,8,"I think seeing great, unrated gore on a massive screen made this viewing experience for me. Apparently I like it as much as TERRIFIER 2. There still feels like something is missing before the finale, but boy-howdy that was fun."
the-halfway-house,aopisaac,6,“I just went ten rounds with Father Fuckhead & his holy paddle of discipline.”“This place has all the warmth of a concentration camp.”
the-night-of-the-walking-dead,aopisaac,7,Any ‘70s movie that kicks off with Alan Parker’s (the composer) “Hippy” over blue & red psychedelic vampires has to work pretty hard to bum me out.
i-am-omega,aopisaac,5,"""I'm pissin' on you, world."""
scorpion-with-two-tails,aopisaac,7,"Wowzers! A triple-double...Accidental ""archaeology"", ""road closed due to landslide"" AND ""iconic score reused by the composer in an '80s Italian horror flick"" double feature with THE HOUSE OF LOST SOULS.As the opening credits unspooled, the Full Moon ""Blu-ray"" reminded me of the VHS bootleg days:I know what movie to expect because I selected & paid for it, but the quality is anybody's guess. This disc is surely better than many of those dupes & probably cost less, but jeepers does it leave the market open for a higher caliber edition. And I will upgrade."
the-house-of-lost-souls,aopisaac,7,Almost bonkers enough for an 8/10.
the-seventh-grave,aopisaac,6,Accidental “experiments in the castle” double feature with HORROR OF FRANKENSTEIN.
the-horror-of-frankenstein,aopisaac,6,I like this misfire of a preboot much better than VICTOR FRANKENSTEIN. Not just because FrankenHunk is better than FrankenGolem.Watched in 1:66.
so-say-the-dead,aopisaac,8,"David Early leads paranormal investigators to a house where a man's family was mysteriously murdered. The dude is a little unhinged, but sure enough, things start disappearing & the ghosts get angry.Another cool early short from Demick with some decent gore from Jerry Gergely."
blood-dreams-1983,aopisaac,8,A fun exercise in SOV horror with good gore from Jerry Gergely & a premise that beat Freddy by a year.
asylum-of-terror,aopisaac,7,"""The only safe place is at the movies."""
the-vampire-happening,aopisaac,6,Accidental “vampire magically lights candles” double feature with MY GRANDPA IS A VAMPIRE.Another great candidate for the 2am slot of an all-nighter.
the-sweet-house-of-horrors,aopisaac,7,“I have to murder you!”The Cauldron disc looks great; it was definitely worth the wait!“Damn low quality paint.”
hayride-slaughter,aopisaac,7,This is more like a 6/10 until that finale.
black-magic-rites,aopisaac,9,“Nothing is real anymore in this damned castle.”Accidental “come to in a coffin” double feature with BURIED ALIVE (‘90).“Don’t try to understand it.”
reel-horror,aopisaac,7,"I'm not exactly sure what this movie does to so annihilate folks. I was told this flick was bottom of the barrel, at least in part because of what it is: a clipshow strung together by some bananas framing ""story"". From the very beginning when Ross Hagen's voice introduces this thing, I felt confused about the hate. Granted, I'm absolutely not going to try to convince anyone that REEL HORROR has merit. Consider, however, that this starts playing around 3am…"
crypt-of-dark-secrets,aopisaac,7,“Don’t worry about the snake. He can’t testify.”
forever-evil,aopisaac,7,"Watched the 119-minute this time. It's been 20 years since I watched the original cut, so while I'm not sure what exactly was edited back in, there's plenty I could imagine getting chopped.This is a comforting movie & this time around I was really kinda smitten with Tracey Huffman.Chase with THROUGH THE FIRE."
the-dead-girl-in-apartment-03,aopisaac,6,Accidental “__ hours earlier” double feature with FORCE OF NATURE.
force-of-nature,aopisaac,6,"Corndog casserole, anyone? Yes please! But, do you have extra Velveeta?Good? Nope. Boring? No. Somehow the ridiculous or faulty plot elements didn't bother me the way they usually do in modern, ""they should know better"" movies. Maybe because the table was set from the start with goofballery. Imagine cutting most of the quiet, reflective moments between characters out of this; it might whiz-bang along.I feel like this DTV flick would be a more ""revered classic"" had it been DTV from 1992 with essentially the same plot."
haunting-of-winchester-house,aopisaac,5,"Another case of ""if this were made by Italians in the mid '80s or by anyone in the late '70s it'd be at least be an almost-classic""."
may,aopisaac,8,"Accidental ""need good parts"" double feature with VICTOR FRANKENSTEIN."
the-torture-chamber-of-dr-sadism,aopisaac,8,“The concentrator works well. The time has come to take the blood of the 13th.”Accidental “fear in the tunnels” double feature with THE BUNKER.
transgression-1994,aopisaac,8,"“You’re an asshole. And unfortunately, assholes must be arrested.”"
scarecrow-slayer,aopisaac,6,"“Mary, he has like 100 blackbelts. He can take care of himself.”"
furiosa-a-mad-max-saga,aopisaac,6,The Superhero Content Farm Presents:                        MAD MAX 5         Now longer and less organic!Why did 85% of this movie have to look 100% fake? And I’m not counting Hemsworth’s translucent nose. I had that nagging feeling when this came out that it wouldn’t be for me. But maybe the fact that the trailer didn’t engender the feelings in me that the story or movie itself might…
night-of-fear,aopisaac,8,Chase with NIGHT OF 1000 CATS.
lovers-lane,aopisaac,6,“You are gonna fuck me right now or I’m gonna kill your faggot ass.”Almost earns a 7/10 with the last 20 minutes.
chiller-prophecy,aopisaac,8,"The number 26 plays a role, which tells me it was the right choice for a Friday the 13th viewing..."
friday-the-13th,aopisaac,10,"Paramount’s 4K feels a little dark & a little yellow, but otherwise looks great."
bats,aopisaac,7,“Because I’m a scientist. That’s what we do.”
8-million-ways-to-die,aopisaac,8,“The streetlight makes my pussy hair glow in the dark.”
the-blazing-ninja,aopisaac,6,“You ninja bastards think that you’re god’s gift.”
little-darlings,aopisaac,8,Dillon is the original Trip Fontaine.
dust-devil,aopisaac,8,Final Cut. Can’t remember which/when I watched this last.Warm it up with SERPENT AND THE RAINBOW for a “Zakes Alive!” double feature.Appropriately my           666th LBXd diary entry for 2024.
the-war-of-the-robots,aopisaac,7,“Everything is going okay. So far.”“It’s crazy. Like a harvest of human flesh.”And what was that about Gen. Gonad???
mad-max-2,aopisaac,10,“You’re living off the corpse of the old world.”
popatopolis,aopisaac,8,“Naked women running from death. Hot.”Thanks to @manticore28 for the loan!
hackers,aopisaac,7,Unintended techno double feature with WITCHES OF BREASTWICK.
the-witches-of-breastwick,aopisaac,6,Thanks to @manticore28 for the loan
the-deadly-art-of-survival,aopisaac,7,“Money is the real deadly art of survival.”I could only access this on the NightFlightPlus WEBSITE. It doesn’t come up in the app on my phone or on the TV.
supermarket-1974,aopisaac,8,Watched with HDR10.
the-texas-chain-saw-massacre,aopisaac,10,"I didn’t remember when I pressed play on August 21 that it takes place mostly on August 18. Nevertheless, it feels like cheating to slot this into my “Summer Heat” watching when the weather is so gorgeously unoppressive for this time of year."
deadly-love,aopisaac,7,"Chase with NAIL GUN MASSACRE,followed by DREAM STALKER."
the-nada-gang,aopisaac,8,“How do you like that? I’m a murderer.”“Long live death!”The Pathfinder dvd only runs 107min. Let’s hope someone gets ahold of the full cut for a nice release!Thanks to @postcrust for the loan!
mad-max,aopisaac,10,"Australian audio, maybe for the first time.It’s been way too long since I last watched this."
black-eagle,aopisaac,6,Extended version
the-cotton-club,aopisaac,8,“Encore”
virus-1999,aopisaac,7,“She’s right! We gotta get to the computer if we’re gonna kill this thing!”Thanks to @Manticore28 for the loan!
rambo,aopisaac,9,"""Fuck the world."""
rat-pack-rat,aopisaac,8,Warm it up with VIC.
uncle-kent-2,aopisaac,7,“Put yer phone away. Put yer phone away.”
wrath-of-the-wind,aopisaac,7,Shorter version
august-undergrounds-mordum,aopisaac,6,“Why do you fuckin’ fuck him!?”
moonfall,aopisaac,7,“…mounting moon terror…”
property-is-no-longer-a-theft,aopisaac,8,“…and I live like a vase full of holes.”
wanted-2008,aopisaac,7,"Accidental ""mystical language"" double feature with THE PROPHECY."
career-bed,aopisaac,8,“Love!? Stop inventing words.”“Mothers are supposed to look like mothers & daughters like daughters.”
verotika,aopisaac,6,"I can't say this movie was ACTUALLY bad because I mostly wasn't bored & I giggled uncontrollably several times. Not just cuz of da nekkid ladies, neither. Without making any statement of merit, I think that if THE ROOM & BIRDEMIC are modern midnight classics, so too should VEROTIKA be.Chase with CRADLE OF FEAR, obviously."
out-of-the-dark,aopisaac,7,"“Now I’ve got her nipples neatly filed away. Under N, for NO TITS!”"
the-true-story-of-the-nun-of-monza,aopisaac,7,93-minute cut offered by Severin.
christophers-movie-matinee,aopisaac,7,"“The fact is that we’re human beings, ok, & we don’t all love each other.”"
the-day-of-the-owl,aopisaac,8,The 103-minute cut.
loose-cannon,aopisaac,7,"""Patterns.""""Complications, General?"""
el-puro,aopisaac,8,98-minute English cut
the-coca-cola-kid,aopisaac,8,Accidental exotic bird double feature with JOHNNY DANGEROUSLY.
johnny-dangerously,aopisaac,6,Sample used in “We’re The Crew” by WarZone.
drums-in-the-deep-south,aopisaac,7,Accidental cave-in TRIPLE feature with an episode of “Fear The Walking Dead” & GOIN’ SOUTH.
goin-south,aopisaac,7,Accidental cave-in double feature with an episode of “Fear The Walking Dead”.
sharks-in-venice,aopisaac,5,"""There are killer sharks down there.""Accidental ""the cops aren't doing enough about a missing person"" double feature with BLOOD HOOK."
blood-hook,aopisaac,7,"“Hell, I knew this dude in Cleveland with a steel pelvis, got a hard-on every time the train went by.”"
baby-boy,aopisaac,6,“I see a scared lil’ chocolate bitch.”
terror-tape,aopisaac,9,"“The martians get into your car so they can get into your nice, warm brain.”“…you’re about to find out.”"
the-strange-hostel-of-naked-pleasures,aopisaac,8,“There’s no punishment worse than time.”
deadly-breed,aopisaac,7,At least half a star is for the piano angle.
shark-zone,aopisaac,5,"""Ya know, I hate sharks. They suck."""
trancers-ii-the-return-of-jack-deth,aopisaac,6,soapy
the-island,aopisaac,8,Unintended sweaty 1980 double feature with SAVAGE SUMMER
